Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10037.0,27.0,2013.0,0.0,361.0,0.92,0.6,0.14,0.14,1.79,71.0,21.0,7.5,24.0,1539.0,1.0
2295.0,23.0,1994.0,4.0,545.0,1.26,0.39,0.08,0.06,1.79,71.0,21.0,7.5,24.0,1539.0,1.0
7602.0,2.0,2011.0,5.0,361.0,0.32,0.97,0.36,0.13,1.79,71.0,21.0,7.5,24.0,1539.0,1.0
5936.0,16.0,2003.0,6.0,497.0,1.25,0.29,0.0,0.24,1.78,85.0,41.0,8.5,47.0,1221.0,7.0
9047.0,15.0,2001.0,0.0,491.0,1.12,0.58,0.0,0.08,1.78,71.0,21.0,7.5,24.0,1539.0,1.0
9895.0,16.0,2004.0,0.0,458.0,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,47.0,1253.0,5.0
79.0,16.0,2005.0,0.0,548.0,0.85,0.76,0.0,0.16,1.77,47.0,21.0,6.6,129.0,607.0,5.0
3178.0,23.0,1991.0,7.0,465.0,0.24,0.09,1.33,0.12,1.77,71.0,21.0,7.5,24.0,1539.0,1.0
5004.0,10.0,2000.0,4.0,361.0,0.63,0.06,1.03,0.04,1.77,71.0,21.0,7.5,24.0,1539.0,1.0
1979.0,29.0,2001.0,2.0,325.0,1.19,0.29,0.24,0.06,1.77,87.0,35.0,8.6,44.0,1455.0,7.0
2507.0,4.0,2006.0,7.0,467.0,0.23,0.02,1.49,0.02,1.76,75.0,30.0,7.4,27.0,1429.0,2.0
5155.0,26.0,2011.0,0.0,290.0,1.01,0.6,0.0,0.15,1.76,76.0,7.0,7.7,10.0,1511.0,2.0
4124.0,26.0,2007.0,3.0,127.0,1.15,0.45,0.0,0.16,1.76,71.0,21.0,7.5,24.0,1539.0,1.0
5902.0,5.0,1991.0,1.0,361.0,0.85,0.31,0.56,0.04,1.76,71.0,21.0,7.5,24.0,1539.0,1.0
10919.0,15.0,1998.0,2.0,17.0,1.27,0.42,0.0,0.07,1.76,71.0,21.0,7.5,24.0,1539.0,1.0
10647.0,17.0,2009.0,2.0,491.0,1.07,0.44,0.01,0.24,1.76,84.0,58.0,8.1,47.0,1420.0,7.0
10172.0,16.0,2004.0,4.0,491.0,1.06,0.54,0.0,0.16,1.76,75.0,5.0,9.0,54.0,657.0,1.0
3693.0,6.0,2001.0,7.0,361.0,0.93,0.38,0.4,0.06,1.76,91.0,29.0,9.3,198.0,266.0,1.0
8930.0,8.0,1994.0,4.0,448.0,1.02,0.47,0.2,0.07,1.76,71.0,21.0,7.5,24.0,1539.0,1.0
4903.0,11.0,1986.0,4.0,361.0,0.53,0.12,1.09,0.02,1.76,71.0,21.0,7.5,24.0,1539.0,1.0
2033.0,16.0,2004.0,2.0,139.0,0.86,0.67,0.0,0.22,1.76,83.0,46.0,8.9,73.0,59.0,5.0
10358.0,29.0,2002.0,8.0,528.0,1.23,0.46,0.0,0.07,1.76,84.0,29.0,6.1,27.0,1194.0,5.0
9196.0,16.0,2002.0,0.0,497.0,0.86,0.67,0.0,0.22,1.76,71.0,34.0,5.7,33.0,1574.0,5.0
45.0,6.0,2007.0,0.0,491.0,1.26,0.47,0.0,0.03,1.76,71.0,21.0,7.5,24.0,1539.0,1.0
10195.0,16.0,2004.0,9.0,139.0,0.52,0.95,0.0,0.29,1.76,70.0,25.0,8.2,24.0,909.0,7.0
9168.0,16.0,2001.0,9.0,21.0,0.61,0.87,0.02,0.26,1.76,84.0,25.0,8.0,21.0,861.0,7.0
5483.0,15.0,1998.0,10.0,139.0,1.68,0.04,0.0,0.04,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
9148.0,29.0,2004.0,8.0,21.0,1.24,0.45,0.0,0.07,1.75,80.0,55.0,9.1,57.0,1085.0,7.0
7554.0,16.0,2001.0,10.0,277.0,0.06,0.9,0.53,0.27,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
5482.0,18.0,2016.0,10.0,139.0,1.25,0.17,0.0,0.32,1.75,82.0,35.0,4.9,83.0,449.0,1.0
4730.0,17.0,2010.0,0.0,467.0,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8.0,291.0,140.0,5.0
2255.0,23.0,1993.0,4.0,85.0,0.94,0.34,0.21,0.27,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
5011.0,11.0,1993.0,4.0,361.0,0.79,0.14,0.8,0.02,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
11373.0,11.0,1991.0,5.0,361.0,0.7,0.13,0.91,0.01,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
9871.0,18.0,2015.0,7.0,66.0,0.67,0.79,0.0,0.29,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
2965.0,17.0,2007.0,10.0,139.0,0.35,1.06,0.02,0.31,1.75,81.0,28.0,7.1,47.0,431.0,1.0
1674.0,28.0,2007.0,8.0,325.0,1.0,0.53,0.03,0.18,1.75,83.0,75.0,8.0,340.0,1189.0,5.0
11073.0,27.0,2013.0,3.0,361.0,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,994.0,1.0
1878.0,16.0,2008.0,9.0,277.0,0.85,0.66,0.01,0.22,1.75,55.0,6.0,6.2,6.0,815.0,2.0
46.0,6.0,2004.0,3.0,491.0,1.25,0.46,0.0,0.03,1.75,71.0,21.0,7.5,24.0,1539.0,1.0
4976.0,17.0,2013.0,7.0,467.0,0.9,0.35,0.25,0.24,1.74,71.0,21.0,7.5,24.0,1539.0,1.0
9134.0,15.0,1999.0,1.0,290.0,0.72,0.89,0.04,0.1,1.74,71.0,21.0,7.5,24.0,1539.0,1.0
11322.0,16.0,2002.0,7.0,349.0,0.63,0.49,0.45,0.17,1.74,83.0,35.0,8.7,99.0,962.0,7.0
11010.0,17.0,2014.0,0.0,528.0,0.56,0.81,0.1,0.27,1.74,71.0,21.0,5.1,383.0,1547.0,5.0
4957.0,28.0,2012.0,0.0,325.0,1.05,0.52,0.03,0.14,1.74,55.0,61.0,3.5,145.0,1472.0,7.0
2536.0,17.0,2012.0,7.0,85.0,0.41,0.44,0.72,0.17,1.74,78.0,38.0,8.3,444.0,268.0,5.0
1749.0,10.0,1996.0,6.0,361.0,1.69,0.04,0.0,0.01,1.74,71.0,21.0,7.5,24.0,1539.0,1.0
5492.0,15.0,1998.0,10.0,139.0,1.66,0.04,0.0,0.04,1.74,71.0,21.0,7.5,24.0,1539.0,1.0
10081.0,18.0,2015.0,8.0,458.0,0.61,0.78,0.06,0.27,1.74,63.0,94.0,6.6,3172.0,1185.0,5.0
8249.0,16.0,2001.0,10.0,139.0,0.85,0.66,0.0,0.22,1.73,92.0,33.0,8.9,71.0,431.0,1.0
5037.0,18.0,2013.0,4.0,460.0,0.43,0.68,0.42,0.2,1.73,54.0,83.0,6.5,1074.0,1240.0,2.0
10628.0,15.0,1998.0,0.0,10.0,1.48,0.2,0.0,0.05,1.73,71.0,21.0,7.5,24.0,1539.0,1.0
3986.0,5.0,2001.0,0.0,139.0,0.94,0.62,0.1,0.07,1.73,71.0,21.0,7.5,24.0,1539.0,1.0
2515.0,4.0,2010.0,7.0,361.0,0.2,0.14,1.35,0.03,1.73,78.0,41.0,8.1,31.0,105.0,7.0
1686.0,6.0,2002.0,4.0,532.0,0.95,0.7,0.0,0.08,1.73,78.0,18.0,7.9,27.0,1591.0,1.0
4171.0,28.0,2012.0,0.0,467.0,0.68,0.88,0.01,0.17,1.73,79.0,51.0,7.1,453.0,747.0,5.0
8074.0,16.0,2003.0,0.0,497.0,0.85,0.66,0.0,0.22,1.72,71.0,21.0,7.5,24.0,1539.0,1.0
9852.0,18.0,2014.0,6.0,528.0,0.35,1.08,0.03,0.26,1.72,61.0,60.0,5.4,575.0,1555.0,7.0
1257.0,16.0,2008.0,8.0,21.0,0.61,0.18,0.0,0.94,1.72,71.0,21.0,7.5,24.0,1539.0,1.0
6382.0,30.0,2014.0,10.0,497.0,1.37,0.18,0.0,0.18,1.72,82.0,9.0,6.3,101.0,1606.0,1.0
5488.0,29.0,2004.0,10.0,139.0,1.61,0.03,0.0,0.08,1.72,91.0,39.0,7.6,26.0,453.0,1.0
9117.0,16.0,2003.0,7.0,528.0,0.8,0.21,0.55,0.15,1.72,80.0,55.0,7.7,134.0,1518.0,7.0
1249.0,13.0,2011.0,8.0,21.0,0.41,0.98,0.0,0.32,1.72,78.0,26.0,2.5,5664.0,729.0,5.0
2219.0,28.0,2012.0,0.0,66.0,1.06,0.5,0.01,0.14,1.71,88.0,56.0,7.9,815.0,97.0,5.0
10506.0,15.0,1998.0,4.0,21.0,0.99,0.64,0.0,0.08,1.71,71.0,21.0,7.5,24.0,1539.0,1.0
9821.0,26.0,2009.0,3.0,294.0,1.17,0.39,0.0,0.15,1.71,89.0,25.0,8.9,43.0,647.0,7.0
150.0,16.0,2004.0,9.0,460.0,0.88,0.34,0.32,0.18,1.71,84.0,57.0,9.1,81.0,978.0,7.0
6712.0,29.0,2003.0,6.0,139.0,1.09,0.55,0.0,0.07,1.71,83.0,25.0,8.7,35.0,477.0,1.0
4813.0,4.0,2006.0,3.0,361.0,0.0,0.0,1.71,0.0,1.71,71.0,21.0,7.5,24.0,1539.0,1.0
9790.0,6.0,2001.0,5.0,491.0,1.25,0.39,0.0,0.06,1.71,65.0,10.0,7.5,24.0,22.0,1.0
4356.0,4.0,2008.0,9.0,528.0,0.7,0.82,0.0,0.19,1.71,71.0,21.0,7.5,24.0,884.0,1.0
1243.0,28.0,2015.0,8.0,21.0,1.14,0.4,0.0,0.16,1.71,71.0,21.0,7.5,24.0,1539.0,1.0
2001.0,4.0,2007.0,3.0,332.0,1.15,0.4,0.0,0.15,1.7,20.0,13.0,1.9,41.0,107.0,1.0
2968.0,16.0,2009.0,10.0,139.0,0.23,0.24,0.0,1.23,1.7,71.0,21.0,8.4,9.0,449.0,1.0
7457.0,17.0,2011.0,8.0,536.0,0.83,0.6,0.02,0.24,1.7,95.0,54.0,8.4,937.0,1581.0,2.0
9425.0,23.0,1993.0,5.0,63.0,0.0,0.0,1.69,0.01,1.7,71.0,21.0,7.5,24.0,1539.0,1.0
6459.0,16.0,2006.0,10.0,139.0,1.41,0.05,0.0,0.23,1.7,87.0,18.0,8.6,23.0,449.0,1.0
10143.0,13.0,2010.0,9.0,139.0,0.59,0.87,0.0,0.23,1.7,74.0,17.0,5.3,77.0,1485.0,7.0
6850.0,18.0,2016.0,0.0,222.0,0.63,0.76,0.03,0.27,1.7,71.0,94.0,4.5,5096.0,660.0,7.0
788.0,4.0,2007.0,0.0,110.0,0.68,0.82,0.0,0.19,1.7,71.0,21.0,7.5,24.0,1539.0,1.0
1200.0,26.0,2009.0,10.0,23.0,1.58,0.0,0.0,0.12,1.69,71.0,21.0,7.8,4.0,47.0,7.0
8233.0,16.0,2005.0,8.0,458.0,1.22,0.34,0.04,0.1,1.69,82.0,59.0,8.8,64.0,1665.0,5.0
840.0,17.0,2013.0,8.0,497.0,0.72,0.65,0.04,0.28,1.69,94.0,27.0,8.5,1863.0,756.0,5.0
4539.0,15.0,1999.0,3.0,458.0,0.94,0.64,0.0,0.11,1.69,71.0,21.0,7.5,24.0,1539.0,1.0
1243.0,17.0,2015.0,8.0,21.0,0.49,0.87,0.07,0.26,1.69,71.0,21.0,7.5,24.0,1539.0,1.0
10883.0,10.0,1997.0,2.0,491.0,1.37,0.28,0.03,0.02,1.69,71.0,21.0,7.5,24.0,1539.0,1.0
10884.0,15.0,1998.0,2.0,491.0,1.1,0.48,0.04,0.07,1.69,71.0,21.0,7.5,24.0,1539.0,1.0
3986.0,6.0,2001.0,0.0,139.0,0.87,0.66,0.08,0.08,1.69,64.0,8.0,7.1,7.0,628.0,1.0
2469.0,6.0,2002.0,7.0,244.0,1.52,0.12,0.0,0.05,1.69,53.0,15.0,6.9,28.0,1629.0,1.0
1638.0,4.0,2009.0,9.0,6.0,0.79,0.65,0.08,0.17,1.69,71.0,21.0,7.5,24.0,1539.0,1.0
7920.0,7.0,2005.0,0.0,85.0,0.98,0.42,0.22,0.06,1.69,96.0,82.0,9.4,767.0,268.0,5.0
7194.0,4.0,2007.0,5.0,361.0,0.48,1.12,0.0,0.08,1.69,63.0,11.0,7.5,24.0,775.0,1.0
3509.0,26.0,2009.0,5.0,552.0,1.4,0.16,0.0,0.12,1.68,37.0,4.0,7.5,24.0,523.0,1.0
6706.0,28.0,2008.0,6.0,139.0,0.79,0.7,0.01,0.18,1.68,64.0,62.0,5.9,104.0,455.0,7.0
11183.0,16.0,2006.0,3.0,380.0,0.82,0.64,0.0,0.22,1.68,71.0,21.0,7.5,24.0,1539.0,1.0
6516.0,15.0,1997.0,10.0,458.0,1.58,0.06,0.0,0.04,1.68,71.0,21.0,7.5,24.0,1539.0,1.0
8908.0,26.0,2010.0,4.0,448.0,0.92,0.6,0.01,0.15,1.68,78.0,58.0,8.5,301.0,1342.0,1.0
8281.0,17.0,2008.0,0.0,491.0,0.88,0.54,0.02,0.25,1.68,82.0,50.0,7.9,135.0,1615.0,5.0
11377.0,5.0,1992.0,5.0,361.0,0.59,0.24,0.82,0.03,1.68,71.0,21.0,7.5,24.0,1539.0,1.0
10278.0,15.0,1997.0,8.0,349.0,0.38,0.87,0.33,0.1,1.68,71.0,21.0,7.5,24.0,1539.0,1.0
8692.0,13.0,2010.0,11.0,497.0,0.98,0.52,0.0,0.17,1.68,90.0,70.0,7.9,2280.0,529.0,2.0
1.0,2.0,2015.0,7.0,361.0,0.81,0.23,0.52,0.11,1.68,71.0,21.0,7.5,24.0,1539.0,1.0
10162.0,13.0,2003.0,9.0,139.0,1.67,0.0,0.0,0.0,1.68,79.0,20.0,8.2,25.0,909.0,7.0
5901.0,6.0,2002.0,0.0,361.0,1.18,0.27,0.17,0.06,1.68,92.0,44.0,9.1,200.0,1020.0,1.0
11037.0,26.0,2008.0,10.0,349.0,0.97,0.4,0.14,0.15,1.67,67.0,32.0,8.5,12.0,156.0,1.0
9130.0,19.0,2007.0,8.0,290.0,0.9,0.46,0.0,0.32,1.67,73.0,35.0,7.9,46.0,1190.0,7.0
8246.0,16.0,2003.0,10.0,139.0,0.93,0.52,0.0,0.22,1.67,93.0,41.0,9.1,125.0,431.0,1.0
5484.0,15.0,2000.0,10.0,139.0,1.58,0.05,0.0,0.04,1.67,90.0,14.0,6.8,4.0,449.0,1.0
9149.0,29.0,2005.0,8.0,21.0,1.22,0.39,0.0,0.06,1.67,83.0,40.0,8.9,106.0,1085.0,7.0
2266.0,11.0,1989.0,4.0,85.0,0.91,0.3,0.42,0.04,1.67,71.0,21.0,7.5,24.0,1539.0,1.0
10424.0,15.0,2001.0,10.0,21.0,1.09,0.49,0.02,0.07,1.67,87.0,10.0,8.3,36.0,1302.0,1.0
6141.0,6.0,2001.0,1.0,491.0,0.59,0.95,0.03,0.1,1.67,71.0,21.0,7.5,24.0,108.0,1.0
7064.0,29.0,2003.0,6.0,325.0,0.97,0.59,0.04,0.07,1.67,71.0,21.0,7.5,24.0,1539.0,1.0
2429.0,17.0,2009.0,7.0,139.0,0.96,0.42,0.08,0.21,1.67,87.0,41.0,7.9,597.0,196.0,5.0
9074.0,16.0,2001.0,6.0,327.0,1.13,0.32,0.0,0.22,1.67,84.0,28.0,7.8,13.0,1092.0,7.0
6472.0,16.0,2003.0,10.0,139.0,1.35,0.09,0.0,0.23,1.67,94.0,15.0,8.8,81.0,449.0,1.0
3147.0,17.0,2006.0,2.0,139.0,0.81,0.58,0.01,0.26,1.67,83.0,37.0,7.9,24.0,436.0,7.0
9177.0,13.0,2013.0,11.0,21.0,0.83,0.66,0.0,0.18,1.67,86.0,68.0,7.9,1346.0,217.0,7.0
9038.0,16.0,2003.0,4.0,491.0,1.08,0.45,0.0,0.14,1.67,71.0,9.0,9.0,85.0,657.0,1.0
10729.0,18.0,2015.0,1.0,460.0,0.45,0.9,0.05,0.26,1.66,79.0,103.0,8.2,2161.0,1406.0,5.0
814.0,26.0,2008.0,10.0,491.0,0.45,1.02,0.0,0.2,1.66,44.0,17.0,8.0,41.0,640.0,1.0
9246.0,8.0,1992.0,2.0,448.0,1.0,0.3,0.31,0.04,1.66,71.0,21.0,7.5,24.0,1539.0,1.0
8245.0,16.0,2000.0,10.0,139.0,0.78,0.61,0.06,0.2,1.66,93.0,35.0,8.3,33.0,450.0,1.0
8535.0,26.0,2008.0,10.0,528.0,0.93,0.56,0.0,0.16,1.66,78.0,28.0,8.7,22.0,1539.0,2.0
6391.0,16.0,2004.0,10.0,327.0,0.81,0.63,0.0,0.21,1.66,83.0,44.0,9.2,19.0,938.0,1.0
8282.0,28.0,2013.0,0.0,121.0,1.01,0.5,0.01,0.13,1.66,81.0,42.0,6.5,325.0,1615.0,5.0
6425.0,16.0,2002.0,10.0,139.0,1.25,0.15,0.03,0.22,1.66,83.0,22.0,8.3,28.0,431.0,1.0
5127.0,28.0,2012.0,0.0,552.0,0.9,0.61,0.0,0.15,1.66,79.0,59.0,7.2,114.0,1432.0,2.0
2446.0,16.0,2005.0,2.0,53.0,0.96,0.12,0.54,0.04,1.66,72.0,29.0,8.4,71.0,1357.0,7.0
1926.0,18.0,2016.0,7.0,349.0,0.65,0.45,0.34,0.22,1.65,89.0,69.0,8.8,1940.0,552.0,5.0
6231.0,0.0,1981.0,5.0,53.0,1.54,0.1,0.0,0.02,1.65,71.0,21.0,7.5,24.0,1539.0,1.0
5020.0,26.0,2011.0,4.0,361.0,0.58,0.21,0.79,0.07,1.65,77.0,49.0,8.5,156.0,638.0,2.0
5623.0,7.0,2004.0,3.0,361.0,0.9,0.11,0.6,0.05,1.65,71.0,33.0,7.9,51.0,681.0,1.0
9475.0,23.0,1991.0,8.0,361.0,1.06,0.38,0.15,0.05,1.65,71.0,21.0,7.5,24.0,1539.0,1.0
9145.0,26.0,2008.0,0.0,290.0,1.21,0.3,0.0,0.14,1.65,56.0,24.0,6.7,18.0,821.0,7.0
6708.0,28.0,2006.0,6.0,139.0,0.76,0.69,0.02,0.18,1.65,77.0,52.0,6.3,82.0,431.0,2.0
4065.0,17.0,2007.0,0.0,458.0,0.57,0.72,0.06,0.29,1.65,79.0,64.0,8.3,544.0,1019.0,7.0
2513.0,16.0,2004.0,7.0,145.0,0.0,0.0,1.65,0.0,1.65,71.0,21.0,7.5,24.0,1539.0,1.0
6310.0,26.0,2007.0,9.0,139.0,0.9,0.54,0.04,0.17,1.65,68.0,38.0,7.2,56.0,445.0,1.0
5003.0,6.0,2004.0,4.0,361.0,0.8,0.05,0.76,0.03,1.64,71.0,21.0,7.5,24.0,1539.0,1.0
478.0,28.0,2008.0,8.0,139.0,1.09,0.37,0.02,0.16,1.64,72.0,76.0,7.6,233.0,442.0,5.0
2157.0,0.0,1982.0,5.0,53.0,1.52,0.1,0.0,0.02,1.64,71.0,21.0,7.5,24.0,1539.0,1.0
10371.0,15.0,1999.0,8.0,427.0,0.93,0.63,0.0,0.08,1.64,71.0,21.0,7.5,24.0,1539.0,1.0
3600.0,11.0,1986.0,0.0,85.0,0.74,0.26,0.61,0.03,1.64,71.0,21.0,7.5,24.0,1539.0,1.0
10269.0,16.0,2002.0,10.0,139.0,0.8,0.63,0.0,0.21,1.64,88.0,18.0,8.9,18.0,449.0,1.0
6412.0,16.0,2005.0,10.0,139.0,1.44,0.15,0.0,0.05,1.64,71.0,21.0,7.5,24.0,1539.0,1.0
7530.0,16.0,2004.0,0.0,528.0,0.54,0.88,0.0,0.22,1.64,83.0,51.0,8.5,120.0,1547.0,5.0
3074.0,30.0,2014.0,8.0,528.0,0.8,0.69,0.01,0.14,1.63,82.0,15.0,7.5,383.0,1547.0,5.0
2722.0,29.0,2004.0,10.0,448.0,1.54,0.02,0.0,0.07,1.63,92.0,42.0,9.1,93.0,1606.0,1.0
807.0,17.0,2013.0,1.0,458.0,0.52,0.8,0.06,0.26,1.63,70.0,98.0,8.1,2652.0,1158.0,5.0
7286.0,7.0,2001.0,11.0,361.0,0.78,0.25,0.56,0.04,1.63,89.0,39.0,8.7,121.0,1020.0,1.0
10270.0,16.0,2003.0,10.0,139.0,1.18,0.34,0.0,0.1,1.63,89.0,23.0,8.8,40.0,449.0,1.0
6382.0,28.0,2014.0,10.0,497.0,1.35,0.11,0.0,0.17,1.63,71.0,21.0,3.0,40.0,1606.0,1.0
1242.0,13.0,2007.0,8.0,21.0,0.58,0.81,0.0,0.23,1.63,81.0,29.0,5.2,1651.0,1514.0,5.0
384.0,15.0,1999.0,4.0,458.0,0.71,0.48,0.32,0.11,1.63,90.0,19.0,8.8,53.0,1255.0,1.0
6473.0,16.0,2004.0,10.0,139.0,1.32,0.09,0.0,0.22,1.62,88.0,29.0,8.8,35.0,453.0,1.0
5697.0,28.0,2012.0,8.0,497.0,0.86,0.62,0.01,0.13,1.62,86.0,80.0,7.8,869.0,1222.0,5.0
10870.0,28.0,2006.0,9.0,325.0,0.45,0.95,0.02,0.2,1.62,84.0,65.0,8.0,131.0,1172.0,1.0
10417.0,16.0,2005.0,10.0,21.0,0.8,0.63,0.01,0.19,1.62,71.0,21.0,7.5,24.0,1539.0,1.0
4959.0,28.0,2010.0,9.0,325.0,1.02,0.46,0.0,0.13,1.62,74.0,50.0,3.1,69.0,554.0,1.0
5005.0,7.0,2003.0,6.0,361.0,1.01,0.11,0.45,0.04,1.62,61.0,28.0,7.9,69.0,638.0,1.0
5145.0,18.0,2013.0,0.0,552.0,0.59,0.76,0.01,0.26,1.62,83.0,22.0,7.7,262.0,1432.0,2.0
8819.0,15.0,1998.0,6.0,139.0,0.9,0.61,0.0,0.11,1.62,71.0,21.0,7.5,24.0,1539.0,1.0
2095.0,17.0,2014.0,8.0,21.0,0.68,0.56,0.12,0.25,1.62,71.0,21.0,4.5,445.0,256.0,7.0
8047.0,17.0,2007.0,3.0,139.0,0.99,0.41,0.0,0.22,1.62,92.0,35.0,8.4,107.0,647.0,7.0
2499.0,4.0,2007.0,7.0,467.0,0.3,0.02,1.27,0.03,1.62,80.0,44.0,7.9,50.0,105.0,2.0
6527.0,16.0,2004.0,10.0,139.0,0.79,0.62,0.0,0.21,1.61,77.0,33.0,8.7,20.0,453.0,1.0
664.0,5.0,1989.0,10.0,361.0,0.66,0.27,0.65,0.03,1.61,71.0,21.0,7.5,24.0,1539.0,1.0
11416.0,5.0,1998.0,11.0,277.0,0.0,0.0,1.61,0.01,1.61,71.0,21.0,7.5,24.0,1539.0,1.0
9401.0,7.0,2005.0,10.0,361.0,0.98,0.38,0.2,0.04,1.61,76.0,39.0,8.7,55.0,1010.0,1.0
1173.0,16.0,2005.0,3.0,458.0,0.0,1.18,0.0,0.43,1.61,71.0,21.0,7.5,24.0,1539.0,1.0
7743.0,28.0,2011.0,8.0,66.0,0.82,0.6,0.03,0.15,1.6,81.0,77.0,6.7,559.0,1686.0,5.0
5608.0,4.0,2006.0,10.0,361.0,0.98,0.04,0.49,0.09,1.6,69.0,40.0,8.0,37.0,1365.0,1.0
9052.0,4.0,2007.0,0.0,491.0,1.49,0.0,0.0,0.11,1.6,64.0,5.0,7.5,24.0,1420.0,1.0
2334.0,16.0,2005.0,0.0,497.0,1.3,0.23,0.0,0.07,1.6,71.0,21.0,7.5,24.0,1539.0,1.0
2918.0,10.0,1998.0,6.0,542.0,0.46,0.96,0.09,0.08,1.6,71.0,21.0,7.5,24.0,1539.0,1.0
8010.0,0.0,1981.0,8.0,21.0,1.49,0.09,0.0,0.02,1.6,71.0,21.0,7.5,24.0,1539.0,1.0
4730.0,28.0,2010.0,0.0,467.0,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8.0,267.0,140.0,5.0
8701.0,15.0,1999.0,0.0,277.0,0.71,0.48,0.3,0.1,1.6,86.0,17.0,9.2,326.0,788.0,5.0
8911.0,7.0,2003.0,4.0,448.0,1.05,0.44,0.06,0.04,1.6,72.0,49.0,7.8,125.0,1342.0,1.0
2230.0,26.0,2013.0,0.0,127.0,1.05,0.41,0.0,0.14,1.6,71.0,21.0,4.2,24.0,139.0,2.0
2718.0,16.0,2004.0,10.0,201.0,1.26,0.12,0.0,0.21,1.59,83.0,24.0,7.5,36.0,1606.0,1.0
2140.0,13.0,1996.0,7.0,21.0,0.01,1.58,0.0,0.0,1.59,94.0,12.0,8.7,850.0,217.0,5.0
3072.0,28.0,2008.0,0.0,528.0,0.71,0.69,0.02,0.18,1.59,85.0,75.0,6.7,288.0,1547.0,5.0
10039.0,7.0,2006.0,0.0,361.0,1.15,0.36,0.04,0.04,1.59,96.0,16.0,9.2,568.0,1020.0,7.0
8949.0,15.0,1996.0,2.0,458.0,0.61,0.41,0.46,0.1,1.59,71.0,21.0,7.5,24.0,1539.0,1.0
5603.0,0.0,1982.0,4.0,53.0,1.48,0.09,0.0,0.02,1.59,71.0,21.0,7.5,24.0,1539.0,1.0
7555.0,17.0,2007.0,10.0,277.0,0.04,1.1,0.32,0.13,1.59,74.0,19.0,6.1,47.0,815.0,1.0
6352.0,15.0,1999.0,6.0,139.0,0.88,0.6,0.0,0.1,1.59,71.0,21.0,7.5,24.0,1539.0,1.0
7369.0,26.0,2006.0,7.0,361.0,0.78,0.37,0.3,0.13,1.58,53.0,34.0,6.7,106.0,603.0,1.0
4978.0,2.0,2012.0,0.0,467.0,0.88,0.26,0.34,0.1,1.58,75.0,54.0,8.2,267.0,1365.0,2.0
1883.0,26.0,2008.0,9.0,277.0,0.94,0.48,0.01,0.15,1.58,69.0,8.0,6.8,6.0,815.0,2.0
8957.0,28.0,2008.0,2.0,528.0,0.92,0.43,0.07,0.15,1.58,85.0,62.0,7.9,157.0,978.0,7.0
4530.0,15.0,2000.0,3.0,458.0,0.88,0.6,0.0,0.1,1.58,71.0,21.0,7.5,24.0,1539.0,1.0
8910.0,17.0,2011.0,4.0,448.0,0.6,0.69,0.02,0.26,1.58,76.0,38.0,8.2,253.0,1289.0,1.0
9083.0,6.0,2002.0,4.0,548.0,0.85,0.65,0.0,0.08,1.58,76.0,18.0,7.6,13.0,396.0,1.0
5618.0,27.0,2015.0,3.0,361.0,0.69,0.53,0.24,0.12,1.58,66.0,66.0,6.5,279.0,1026.0,1.0
2127.0,17.0,2008.0,0.0,85.0,0.58,0.45,0.34,0.2,1.57,84.0,63.0,8.2,311.0,268.0,5.0
1970.0,30.0,2013.0,0.0,325.0,1.06,0.35,0.01,0.15,1.57,78.0,69.0,6.8,908.0,269.0,5.0
7557.0,16.0,2009.0,10.0,277.0,0.1,0.18,0.12,1.16,1.57,71.0,21.0,8.1,15.0,815.0,1.0
6470.0,16.0,2001.0,10.0,139.0,0.77,0.6,0.0,0.2,1.57,90.0,18.0,8.7,24.0,449.0,1.0
3545.0,28.0,2013.0,8.0,325.0,0.92,0.5,0.03,0.12,1.57,79.0,81.0,5.4,779.0,493.0,5.0
11010.0,30.0,2014.0,0.0,528.0,0.9,0.53,0.0,0.14,1.57,78.0,15.0,5.8,712.0,1547.0,5.0
3833.0,4.0,2008.0,3.0,21.0,0.84,0.57,0.0,0.16,1.57,72.0,40.0,8.0,5.0,1591.0,2.0
2955.0,28.0,2015.0,10.0,139.0,0.57,0.88,0.0,0.12,1.57,71.0,21.0,2.9,45.0,449.0,1.0
5480.0,30.0,2014.0,10.0,139.0,1.31,0.09,0.0,0.16,1.57,80.0,19.0,6.4,138.0,449.0,1.0
1617.0,16.0,2002.0,8.0,202.0,0.98,0.53,0.0,0.06,1.57,55.0,10.0,8.6,45.0,1114.0,7.0
5624.0,7.0,2005.0,3.0,361.0,0.95,0.11,0.46,0.04,1.57,64.0,25.0,7.9,53.0,679.0,1.0
